"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2020.MMP00001,2020.MMP00001,Europe,"Wed, 01/01/2020 - 12:00",2020,January,1,,1,2,,1,,"Accidental death","Cliffs near Socerb Castle, Slovenia, on the border near Trieste, Italy","Trieste Prima","45.59174847, 13.85420616","Western Balkans","https://bit.ly/36ukF6v, https://bit.ly/36F4piQ","Southern Europe",3
2020.MMP00002,2020.MMP00002,"Western Africa","Wed, 01/01/2020 - 12:00",2020,January,3,1,4,14,,,,Violence,"Niger-Algeria border, near N’Guezzam, Algeria","Alarm Phone, IOM Niger","19.45699612, 5.76462348","Sahara Desert crossing",https://bit.ly/2SgRMVn,"Western Africa",4
2020.MMP00003,2020.MMP00003,"Northern Africa","Thu, 01/02/2020 - 12:00",2020,January,1,,1,,,,,"Mixed or unknown","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.76402, 14.03511","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00004,2020.MMP00004,"Central America","Thu, 01/02/2020 - 12:00",2020,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Tula, Hidalgo, Mexico","Directro Cubano","20.0522119, -99.3442487",,"https://bit.ly/2ZSFwh8, https://bit.ly/2QTsFHH","Central America",3
2020.MMP00005,2020.MMP00005,"North America","Thu, 01/02/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.35061, -112.33691","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00006,2020.MMP00006,"North America","Fri, 01/03/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.44845, -113.11031","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00007,2020.MMP00007,Mediterranean,"Fri, 01/03/2020 - 12:00",2020,January,10,5,15,,3,5,,Drowning,"Off the coast of Fethiye, Turkey","IOM Turkey","36.59258427, 28.98970454","Eastern Mediterranean","https://bit.ly/35sOq6r, https://bit.ly/36FTQfq, https://archive.vn/Sp5Fp",Uncategorized,4
2020.MMP00008,2020.MMP00008,"South-eastern Asia","Fri, 01/03/2020 - 12:00",2020,January,20,,20,27,,,,"Vehicle accident / death linked to hazardous transport","Road near Myawady, Karen state, Myanmar - near the border with Thailand",AFP,"16.69165509, 98.45030991",,"http://bit.ly/304LPhP, https://bit.ly/2ZSB7Li, https://bit.ly/2ZVbOrM, https://bit.ly/37xWGDw","South-eastern Asia",3
2020.MMP00009,2020.MMP00009,"Northern Africa","Fri, 01/03/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.78796, 5.52718","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00010,2020.MMP00010,Mediterranean,"Sat, 01/04/2020 - 12:00",2020,January,1,1,2,34,,,,Drowning,"Off the coast of Cartagena, Murcia, Spain (Algeria route)","El Diario","37.48516166, -0.9611836","Western Mediterranean","https://bit.ly/37Q8aT9, https://bit.ly/39HEdGr",Uncategorized,3
2020.MMP00011,2020.MMP00011,"North America","Sat, 01/04/2020 - 12:00",2020,January,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.4147, -113.255983","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00012,2020.MMP00012,"North America","Sun, 01/05/2020 - 12:00",2020,January,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.969466, -110.4881","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00013,2020.MMP00013,Mediterranean,"Sun, 01/05/2020 - 12:00",2020,January,4,1,5,51,,5,1,Drowning,"Off the coast of Izmir, Turkey","IOM Turkey","38.61076246, 26.65118782","Eastern Mediterranean",https://bit.ly/2ZUlSS1,Uncategorized,4
2020.MMP00014,2020.MMP00014,Mediterranean,"Sun, 01/05/2020 - 12:00",2020,January,1,,1,,,,,Drowning,"Recovered from beach near Sirte, Libya","IOM Libya, La Repubblica","31.20439111, 16.61070478","Central Mediterranean","https://bit.ly/2N1EPNl, https://twitter.com/rgowans/status/1213935831792201728",Uncategorized,4
2020.MMP00015,2020.MMP00015,Mediterranean,"Sun, 01/05/2020 - 12:00",2020,January,1,,1,,,1,,Drowning,"Body recovered on Sidi Hssain beach in Tazaghine, 65 kms west of Nador, Morocco (Alboran Sea)","Association Marocaine des Droits Humaines, Ariffino","35.2024162, -3.44431997","Western Mediterranean","http://archive.ph/0Sgyj, http://archive.ph/8WA2B",Uncategorized,4
2020.MMP00016,2020.MMP00016,"Northern Africa","Sun, 01/05/2020 - 12:00",2020,January,1,,1,,,,,"Mixed or unknown","Off the coast of Arguineguín, Gran Canaria, Spain","SER Canarias","27.76046814, -15.68544133","Western Africa / Atlantic route to the Canary Islands","https://bit.ly/2sUp4B5, https://bit.ly/2s1jdcG",Uncategorized,3
2020.MMP00017,2020.MMP00017,"Central America","Sun, 01/05/2020 - 12:00",2020,January,1,,1,1,,1,,Drowning,"Río Bravo, near Colonia Santa Martha, Ciudad Acuña, Coahuila, Mexico","Zócalo, La Rancherita del Aire, Instituto Nacional de Migración (Grupos Beta)","29.31140448, -100.9031437","US-Mexico border crossing","http://bit.ly/36VxerF, http://bit.ly/2FTncv7","Central America",5
2020.MMP00018,2020.MMP00018,"Northern Africa","Sun, 01/05/2020 - 12:00",2020,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.89534, 13.18105",,http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00019,2020.MMP00019,"Northern Africa","Sun, 01/05/2020 - 12:00",2020,January,2,,2,,1,1,,"Sickness / lack of access to adequate healthcare","Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.89534, 13.18105",,http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00020,2020.MMP00020,"Northern Africa","Mon, 01/06/2020 - 12:00",2020,January,2,,2,,,2,1,"Mixed or unknown","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.76402, 14.03511","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00021,2020.MMP00021,"Northern Africa","Mon, 01/06/2020 - 12:00",2020,January,2,,2,,1,1,1,"Mixed or unknown","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.76402, 14.03511","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00022,2020.MMP00022,Mediterranean,"Mon, 01/06/2020 - 12:00",2020,January,,17,17,,,5,,Drowning,"Unspecified location between Cap Djinet, Boumerdès, Algeria and the Balearic Islands, Spain (Algeria route)","El Diario de Ibiza","37.81392774, 2.90123215","Western Mediterranean","http://archive.ph/vwRVl, http://archive.ph/zHvX7, http://archive.ph/ZkQnt",Uncategorized,3
2020.MMP00023,2020.MMP00023,Europe,"Tue, 01/07/2020 - 12:00",2020,January,1,,1,,,1,1,"Vehicle accident / death linked to hazardous transport","Body found in the undercarriage of a plane in Charles de Gaulle Airport, Paris, France (flight AF703 connecting Abidjan, Côte d'Ivoire with Paris, France)","Le Parisien, BBC, Le Monde","49.0096906, 2.5479245",,"http://bit.ly/2T4ym8n, https://bbc.in/2QAg0ug, http://bit.ly/30uOHF4","Western Europe",3
2020.MMP00024,2020.MMP00024,Mediterranean,"Tue, 01/07/2020 - 12:00",2020,January,,1,1,11,,,,Drowning,"Off the coast of Tangier, Morocco (Gibraltar Strait)","Alarm Phone","35.47883, -2.63622","Western Mediterranean",http://bit.ly/2Fxs6hm,Uncategorized,4
2020.MMP00025,2020.MMP00025,"North America","Tue, 01/07/2020 - 12:00",2020,January,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.751483, -111.60035","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00026,2020.MMP00026,"Northern Africa","Wed, 01/08/2020 - 12:00",2020,January,1,,1,41,,,1,"Mixed or unknown","Died on board a boat found 15 nautical miles off the coast of Arrecife, Lanzarote, Spain","Cabildo de Lanzarote, Caminando Fronteras","28.68382134, -13.14221358","Western Africa / Atlantic route to the Canary Islands","http://bit.ly/39OClff, http://bit.ly/2N45FVd, http://bit.ly/2FE12Nf https://archive.ph/RmDNa",Uncategorized,5
2020.MMP00027,2020.MMP00027,"Northern Africa","Wed, 01/08/2020 - 12:00",2020,January,3,,3,,1,2,1,"Mixed or unknown","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.78796, 5.52718","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00028,2020.MMP00028,"South America","Thu, 01/09/2020 - 12:00",2020,January,1,,1,,1,,1,"Vehicle accident / death linked to hazardous transport","Hato de Virgen, El Alto Capacho Viejo, Táchira State, Venezuela","La Prensa Tachira","7.8730221, -72.3769882",,https://archive.ph/g6p0h,"South America",1
2020.MMP00029,2020.MMP00029,"North America","Thu, 01/09/2020 - 12:00",2020,January,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.047117, -112.08075","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00030,2020.MMP00030,"North America","Thu, 01/09/2020 - 12:00",2020,January,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.864, -112.747633","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00031,2020.MMP00031,"Middle Africa","Thu, 01/09/2020 - 12:00",2020,January,3,,3,,3,,,"Vehicle accident / death linked to hazardous transport","Unspecified location in the desert, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","18.922332, 18.973401","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Middle Africa",2
2020.MMP00032,2020.MMP00032,"Northern Africa","Thu, 01/09/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Qatrun, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.934383, 14.633161","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00033,2020.MMP00033,Mediterranean,"Thu, 01/09/2020 - 12:00",2020,January,,1,1,,,,,Drowning,"Unspecified location off the coast of Libya","UNHCR Libya","32.8825882, 12.71696486","Central Mediterranean",,Uncategorized,4
2020.MMP00035,2020.MMP00035,"Central America","Thu, 01/09/2020 - 12:00",2020,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Plaza Santa Cecilia, Tijuana, Baja California, Mexico","Milenio, La Voz de la Frontera","32.5357736, -117.0381917","US-Mexico border crossing","http://archive.ph/jJANm, http://archive.ph/Eh5WS","Central America",
2020.MMP00036,2020.MMP00036,"Central America","Thu, 01/09/2020 - 12:00",2020,January,1,,1,,,1,,Violence,"Pharr–Reynosa International Bridge between Reynosa, Tamaulipas, Mexico and Pharr, Texas, USA","El Universal, Reuters","26.066759, -98.20524346","US-Mexico border crossing","http://bit.ly/2tFlif0, http://bit.ly/2QXbGUK http://bit.ly/36PCih5","Central America",3
2020.MMP00037,2020.MMP00037,"Northern Africa","Fri, 01/10/2020 - 12:00",2020,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.89534, 13.18105",,http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00038,2020.MMP00038,"Northern Africa","Fri, 01/10/2020 - 12:00",2020,January,2,,2,,2,,1,"Mixed or unknown","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.649993, 14.543594","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00039,2020.MMP0003941,Mediterranean,"Sat, 01/11/2020 - 12:00",2020,January,12,20,32,21,2,10,,Drowning,"Ionian Sea, south-west of the coast of Paxos, Greece","IOM Greece, Hellenic Coast Guard, UNCHR","39.2068815, 20.22466737","Eastern Mediterranean","http://bit.ly/2RcDcOg, http://bit.ly/2Tk8Mfu",Uncategorized,5
2020.MMP00039,2020.MMP0003942,Mediterranean,"Sat, 01/11/2020 - 12:00",2020,January,,,0,,,,,Drowning,"Ionian Sea, south-west of the coast of Paxos, Greece","IOM Greece, Hellenic Coast Guard","39.2068815, 20.22466737","Eastern Mediterranean","http://bit.ly/2RcDcOg, http://bit.ly/2Tk8Mfu",Uncategorized,5
2020.MMP00039,2020.MMP0003943,Mediterranean,"Sat, 01/11/2020 - 12:00",2020,January,,,0,,,,,Drowning,"Ionian Sea, south-west of the coast of Paxos, Greece","IOM Greece, Hellenic Coast Guard","39.2068815, 20.22466737","Eastern Mediterranean","http://bit.ly/2RcDcOg, http://bit.ly/2Tk8Mfu",Uncategorized,5
2020.MMP00039,2020.MMP0003944,Mediterranean,"Sat, 01/11/2020 - 12:00",2020,January,,,0,,,,,Drowning,"Ionian Sea, south-west of the coast of Paxos, Greece","IOM Greece, Hellenic Coast Guard","39.2068815, 20.22466737","Eastern Mediterranean","http://bit.ly/2RcDcOg, http://bit.ly/2Tk8Mfu",Uncategorized,5
2020.MMP00039,2020.MMP0003945,Mediterranean,"Sat, 01/11/2020 - 12:00",2020,January,,,0,,,,,Drowning,"Ionian Sea, south-west of the coast of Paxos, Greece","IOM Greece, Hellenic Coast Guard","39.2068815, 20.22466737","Eastern Mediterranean","http://bit.ly/2RcDcOg, http://bit.ly/2Tk8Mfu",Uncategorized,5
2020.MMP00044,2020.MMP00044,Mediterranean,"Sat, 01/11/2020 - 12:00",2020,January,11,,11,8,3,,8,Drowning,"Off the coast of Çeşme, Izmir, Turkey","IOM Turkey","38.34403588, 26.25164366","Eastern Mediterranean",http://bit.ly/37ZwMIW,Uncategorized,4
2020.MMP00045,2020.MMP00045,Mediterranean,"Sat, 01/11/2020 - 12:00",2020,January,1,,1,,,1,,Violence,"Unspecified location off the coast of Libya","UNHCR Libya","32.8563154, 12.73207106","Central Mediterranean",,Uncategorized,4
2020.MMP00046,2020.MMP00046,"South America","Sat, 01/11/2020 - 12:00",2020,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Road near Manta, Manabí, Ecuador","El Nacional, El Universo","-0.9764401, -80.6281912",,"http://bit.ly/2t8a42J, http://bit.ly/2RhWIZN","South America",3
2020.MMP00047,2020.MMP00047,"Northern Africa","Sat, 01/11/2020 - 12:00",2020,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Tazirbu, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.679266, 21.075643","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00048,2020.MMP00048,"Middle Africa","Sat, 01/11/2020 - 12:00",2020,January,2,,2,,,2,,"Mixed or unknown","Unspecified location in the desert, Chad, near Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.823326, 19.015158","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Middle Africa",2
2020.MMP00049,2020.MMP00049,"Western Africa","Sat, 01/11/2020 - 12:00",2020,January,1,,1,,1,,1,"Mixed or unknown","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.97314, 7.98974","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Western Africa",2
2020.MMP00050,2020.MMP00050,"Northern Africa","Sat, 01/11/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","38.12072, 13.30701",,http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00051,2020.MMP00051,"North America","Sat, 01/11/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.023833, -111.254167","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00052,2020.MMP00052,"North America","Sun, 01/12/2020 - 12:00",2020,January,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.4021, -113.11811","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00053,2020.MMP00053,Mediterranean,"Sun, 01/12/2020 - 12:00",2020,January,,3,3,57,,,,Drowning,"Off the coast of Sabratha, Libya","IOM Libya","32.94815516, 12.45745658","Central Mediterranean",,Uncategorized,4
2020.MMP00054,2020.MMP00054,Mediterranean,"Sun, 01/12/2020 - 12:00",2020,January,1,,1,,,1,,Drowning,"Body recovered on beach in Cuevas de Almanzora, Almería, Spain (Alboran Sea)","Diario de Almería","37.27553988, -1.72532726","Western Mediterranean","http://bit.ly/2Nlts2R, http://bit.ly/35LyKva",Uncategorized,3
2020.MMP00055,2020.MMP00055,Mediterranean,"Sun, 01/12/2020 - 12:00",2020,January,1,,1,,,1,,Drowning,"Body recovered on Arekmane beach, Nador, Morocco (Alboran Sea)","Association Marocaine des Droits Humaines, Nador City","35.12119171, -2.71849882","Western Mediterranean","http://archive.ph/ri3Qc, https://bit.ly/30juilZ",Uncategorized,1
2020.MMP00057,2020.MMP00057,Caribbean,"Mon, 01/13/2020 - 12:00",2020,January,,39,39,31,,4,,Drowning,"Ragged Island chain, Bahamas","Royal Bahamas Defence Force, Eyewitness news","22.646233, -75.7029346",,"http://archive.ph/lfAKP, http://archive.ph/XHAmR, http://archive.ph/Ah3Mw",Caribbean,5
2020.MMP00058,2020.MMP00058,"Central America","Mon, 01/13/2020 - 12:00",2020,January,1,,1,,,1,,Violence,"Died in hospital in Tijuana after being shot on 8 December 2019 in Zona Norte, Tijuana, Baja California, Mexico",TJComunica,"32.5388762, -117.0455722","US-Mexico border crossing",http://archive.ph/jJANm,"Central America",
2020.MMP00059,2020.MMP00059,"Central America","Mon, 01/13/2020 - 12:00",2020,January,1,,1,,,1,,Drowning,"Río Bravo, near Ejido El Ramireño, Camargo, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana","26.3003804, -98.75426466","US-Mexico border crossing","http://bit.ly/383RjMo, http://bit.ly/2uSXvZH","Central America",3
2020.MMP00060,2020.MMP00060,"Northern Africa","Mon, 01/13/2020 - 12:00",2020,January,2,,2,,,2,2,"Mixed or unknown","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","38.12072, 13.30701",,http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00061,2020.MMP00061,"Northern Africa","Mon, 01/13/2020 - 12:00",2020,January,2,,2,,1,1,,"Mixed or unknown","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.76402, 14.03511","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00062,2020.MMP00062,"Northern Africa","Mon, 01/13/2020 - 12:00",2020,January,2,,2,,1,1,,"Mixed or unknown","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","38.12072, 13.30701",,http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00063,2020.MMP00063,"North America","Mon, 01/13/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.912022, -111.881234","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00064,2020.MMP00064,"Northern Africa","Tue, 01/14/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.649993, 14.543594","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00065,2020.MMP00065,"Northern Africa","Tue, 01/14/2020 - 12:00",2020,January,1,,1,,1,,,"Mixed or unknown","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.02249, 14.44099","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00066,2020.MMP00066,"Northern Africa","Tue, 01/14/2020 - 12:00",2020,January,2,,2,,1,1,,"Mixed or unknown","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.02249, 14.44099","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00067,2020.MMP00067,"Northern Africa","Tue, 01/14/2020 - 12:00",2020,January,2,,2,,1,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","38.12072, 13.30701",,http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00069,2020.MMP00069,"Middle Africa","Wed, 01/15/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Moundou, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.55916, 16.07795",,http://www.mixedmigration.org/4mi/,"Middle Africa",2
2020.MMP00070,2020.MMP00070,"Middle Africa","Wed, 01/15/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Faya Largeau, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.92071, 19.09662","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Middle Africa",2
2020.MMP00071,2020.MMP00071,"Northern Africa","Wed, 01/15/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.76402, 14.03511","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00072,2020.MMP00072,"North America","Thu, 01/16/2020 - 12:00",2020,January,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.96866, -112.69848","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2020.MMP00073,2020.MMP00073,"Western Africa","Thu, 01/16/2020 - 12:00",2020,January,3,,3,,1,1,,"Mixed or unknown","Duruku, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","38.04042, 44.13511","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Western Africa",2
2020.MMP00074,2020.MMP00074,"Western Africa","Thu, 01/16/2020 - 12:00",2020,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.97314, 7.98974","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Western Africa",2
2020.MMP00075,2020.MMP00075,"Western Africa","Thu, 01/16/2020 - 12:00",2020,January,3,,3,3,1,2,1,"Vehicle accident / death linked to hazardous transport","Louga, Senegal","NdarInfo, Igfm, Senenews","15.6141768, -16.22868",,"https://bit.ly/2FYVAVB, https://bit.ly/2TINU1Z, https://bit.ly/364j71X","Western Africa",3
2020.MMP00076,2020.MMP00076,"Western Africa","Fri, 01/17/2020 - 12:00",2020,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.97314, 7.98974","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Western Africa",2
2020.MMP00077,2020.MMP00077,"Central America","Sat, 01/18/2020 - 12:00",2020,January,1,,1,,,1,,Violence,"Unspecified location in Chiapas, Mexico","La Prensa Grafica","15.06569058, -92.4422735",,https://www.laprensagrafica.com/elsalvador/Sepultan-a-migrante-que-fue-asesinado-20200225-0086.html,"Central America",1
2020.MMP00078,2020.MMP00078,Europe,"Sat, 01/18/2020 - 12:00",2020,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Train tracks near Thessaloniki Bridge, on the Eidomeni-Thessaloniki train line, Greece",Karfitsa,"40.69692011, 22.808082",,http://bit.ly/36fhNJH,"Southern Europe",1
2020.MMP00079,2020.MMP00079,"Northern Africa","Sun, 01/19/2020 - 12:00",2020,January,1,,1,,1,,,"Mixed or unknown","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.78796, 5.52718","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00080,2020.MMP00080,"Middle Africa","Sun, 01/19/2020 - 12:00",2020,January,2,,2,,,2,,"Vehicle accident / death linked to hazardous transport","Bousso, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.733293, 10.465947",,http://www.mixedmigration.org/4mi/,"Middle Africa",2
2020.MMP00081,2020.MMP00081,"Northern Africa","Mon, 01/20/2020 - 12:00",2020,January,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Qatrun, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.934383, 14.633161","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2020.MMP00082,2020.MMP00082,"North America","Mon, 01/20/2020 - 12:00",2020,January,1,,1,,,,,"Mixed or unknown","Barry Goldwater Range, Yuma County, Arizona, USA (see GPS coordinates for exact location)","Yuma County Medical Examiner","32.24304, -113.37216","US-Mexico border crossing",,"Northern America",5
2020.MMP00083,2020.MMP00083,"North America","Mon, 01/20/2020 - 12:00",2020,January,1,,1,,,1,,Drowning,"Río Bravo, near Quemado, Maverick County, Texas, USA","SuperChannel 12, GMNoticias","28.94115795, -100.6494819","US-Mexico border crossing","http://bit.ly/3aE09T9, http://bit.ly/36kMYn5","Northern America",3
2020.MMP00084,2020.MMP00084,"Central America","Tue, 01/21/2020 - 12:00",2020,January,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Hospital General de Zona Número 11, Nuevo Laredo, Tamaulipas, Mexico","Sin Frontera Magazine, Vox Pópuli","27.4965098, -99.5049573","US-Mexico border crossing","http://archive.ph/MdA5G, http://archive.ph/dWfwq","Central America",3
2020.MMP00085,2020.MMP00085,"Middle Africa","Tue, 01/21/2020 - 12:00",2020,January,2,,2,,,2,,"Mixed or unknown","Unspecified location in Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.454166, 18.732206","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Middle Africa",2
2020.MMP00086,2020.MMP00086,"Northern Africa","Tue, 01/21/2020 - 12:00",2020,January,1,,1,,,1,,Violence,"Unspecified location in Egypt, near border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.655609, 25.082314","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
